"Heat generation (TJ) by Country/area, Technology, Producer Type and Year"

"Country/area","Technology","Producer Type","Year",Heat generation (TJ)
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2003",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2004",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2005",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2006",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2007",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2008",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2009",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2010",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2011",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2012",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2013",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2014",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2015",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2016",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2017",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2018",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2019",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2020",0.000
"Poland","Other renewable energy","Combined Heat and Power (CHP)","2021",0.000
"Poland","Coal and peat","Heat (Commercial)","2000",131037.000
"Poland","Coal and peat","Heat (Commercial)","2001",144864.000
"Poland","Coal and peat","Heat (Commercial)","2002",129602.000
"Poland","Coal and peat","Heat (Commercial)","2003",126697.000
"Poland","Coal and peat","Heat (Commercial)","2004",108119.000
"Poland","Coal and peat","Heat (Commercial)","2005",104031.000
"Poland","Coal and peat","Heat (Commercial)","2006",103751.000
"Poland","Coal and peat","Heat (Commercial)","2007",97746.000
"Poland","Coal and peat","Heat (Commercial)","2008",96968.000
"Poland","Coal and peat","Heat (Commercial)","2009",100976.000
"Poland","Coal and peat","Heat (Commercial)","2010",117871.000
"Poland","Coal and peat","Heat (Commercial)","2011",95750.000
"Poland","Coal and peat","Heat (Commercial)","2012",103313.000
"Poland","Coal and peat","Heat (Commercial)","2013",99885.000
"Poland","Coal and peat","Heat (Commercial)","2014",91097.000
"Poland","Coal and peat","Heat (Commercial)","2015",85723.000
"Poland","Coal and peat","Heat (Commercial)","2016",93193.000
"Poland","Coal and peat","Heat (Commercial)","2017",91948.300
"Poland","Coal and peat","Heat (Commercial)","2018",89690.600
"Poland","Coal and peat","Heat (Commercial)","2019",85397.700
"Poland","Coal and peat","Heat (Commercial)","2020",85729.600
"Poland","Coal and peat","Heat (Commercial)","2021",93515.300
"Poland","Coal and peat","Combined Heat and Power (CHP)","2000",188661.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2001",200379.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2002",194820.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2003",209564.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2004",200522.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2005",201140.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2006",203538.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2007",190467.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2008",180411.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2009",171326.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2010",178884.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2011",165050.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2012",160341.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2013",163532.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2014",150077.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2015",157224.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2016",158938.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2017",162908.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2018",157594.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2019",150187.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2020",140765.000
"Poland","Coal and peat","Combined Heat and Power (CHP)","2021",147830.000
"Poland","Oil","Heat (Commercial)","2000",5081.000
"Poland","Oil","Heat (Commercial)","2001",6308.000
"Poland","Oil","Heat (Commercial)","2002",5588.000
"Poland","Oil","Heat (Commercial)","2003",4971.000
"Poland","Oil","Heat (Commercial)","2004",2260.000
"Poland","Oil","Heat (Commercial)","2005",1674.000
"Poland","Oil","Heat (Commercial)","2006",1625.000
"Poland","Oil","Heat (Commercial)","2007",1005.000
"Poland","Oil","Heat (Commercial)","2008",1115.000
"Poland","Oil","Heat (Commercial)","2009",997.000
"Poland","Oil","Heat (Commercial)","2010",1264.000
"Poland","Oil","Heat (Commercial)","2011",822.000
"Poland","Oil","Heat (Commercial)","2012",1059.000
"Poland","Oil","Heat (Commercial)","2013",611.000
"Poland","Oil","Heat (Commercial)","2014",595.000
"Poland","Oil","Heat (Commercial)","2015",549.000
"Poland","Oil","Heat (Commercial)","2016",735.000
"Poland","Oil","Heat (Commercial)","2017",954.277
"Poland","Oil","Heat (Commercial)","2018",789.066
"Poland","Oil","Heat (Commercial)","2019",625.625
"Poland","Oil","Heat (Commercial)","2020",715.460
"Poland","Oil","Heat (Commercial)","2021",1886.380
"Poland","Oil","Combined Heat and Power (CHP)","2000",2856.000
"Poland","Oil","Combined Heat and Power (CHP)","2001",3149.000
"Poland","Oil","Combined Heat and Power (CHP)","2002",3312.000
"Poland","Oil","Combined Heat and Power (CHP)","2003",3862.000
"Poland","Oil","Combined Heat and Power (CHP)","2004",4526.000
"Poland","Oil","Combined Heat and Power (CHP)","2005",5003.000
"Poland","Oil","Combined Heat and Power (CHP)","2006",5048.000
"Poland","Oil","Combined Heat and Power (CHP)","2007",5074.000
"Poland","Oil","Combined Heat and Power (CHP)","2008",5002.000
"Poland","Oil","Combined Heat and Power (CHP)","2009",4722.000
"Poland","Oil","Combined Heat and Power (CHP)","2010",5285.000
"Poland","Oil","Combined Heat and Power (CHP)","2011",2918.000
"Poland","Oil","Combined Heat and Power (CHP)","2012",3178.000
"Poland","Oil","Combined Heat and Power (CHP)","2013",2779.000
"Poland","Oil","Combined Heat and Power (CHP)","2014",2708.000
"Poland","Oil","Combined Heat and Power (CHP)","2015",2857.000
"Poland","Oil","Combined Heat and Power (CHP)","2016",2892.000
"Poland","Oil","Combined Heat and Power (CHP)","2017",3158.140
"Poland","Oil","Combined Heat and Power (CHP)","2018",3235.680
"Poland","Oil","Combined Heat and Power (CHP)","2019",2649.750
"Poland","Oil","Combined Heat and Power (CHP)","2020",2620.770
"Poland","Oil","Combined Heat and Power (CHP)","2021",3291.410
"Poland","Natural gas","Heat (Commercial)","2000",7289.000
"Poland","Natural gas","Heat (Commercial)","2001",9204.000
"Poland","Natural gas","Heat (Commercial)","2002",9956.000
"Poland","Natural gas","Heat (Commercial)","2003",10163.000
"Poland","Natural gas","Heat (Commercial)","2004",10021.000
"Poland","Natural gas","Heat (Commercial)","2005",9418.000
"Poland","Natural gas","Heat (Commercial)","2006",9619.000
"Poland","Natural gas","Heat (Commercial)","2007",7970.000
"Poland","Natural gas","Heat (Commercial)","2008",8389.000
"Poland","Natural gas","Heat (Commercial)","2009",8536.000
"Poland","Natural gas","Heat (Commercial)","2010",9272.000
"Poland","Natural gas","Heat (Commercial)","2011",8161.000
"Poland","Natural gas","Heat (Commercial)","2012",8044.000
"Poland","Natural gas","Heat (Commercial)","2013",8708.000
"Poland","Natural gas","Heat (Commercial)","2014",7347.000
"Poland","Natural gas","Heat (Commercial)","2015",7097.000
"Poland","Natural gas","Heat (Commercial)","2016",7029.000
"Poland","Natural gas","Heat (Commercial)","2017",6753.730
"Poland","Natural gas","Heat (Commercial)","2018",7297.360
"Poland","Natural gas","Heat (Commercial)","2019",6983.980
"Poland","Natural gas","Heat (Commercial)","2020",7936.010
"Poland","Natural gas","Heat (Commercial)","2021",9441.730
"Poland","Natural gas","Combined Heat and Power (CHP)","2000",3696.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2001",4158.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2002",5877.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2003",10047.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2004",11031.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2005",11450.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2006",9662.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2007",9690.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2008",10389.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2009",10428.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2010",11553.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2011",11413.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2012",12738.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2013",9420.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2014",9169.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2015",13070.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2016",14063.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2017",17901.600
"Poland","Natural gas","Combined Heat and Power (CHP)","2018",17856.300
"Poland","Natural gas","Combined Heat and Power (CHP)","2019",19082.000
"Poland","Natural gas","Combined Heat and Power (CHP)","2020",21907.600
"Poland","Natural gas","Combined Heat and Power (CHP)","2021",24142.100
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2000",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2001",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2002",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2003",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2004",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2005",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2006",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2007",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2008",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2009",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2010",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2011",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2012",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2013",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2014",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2015",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2016",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2017",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2018",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2019",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2020",0.000
"Poland","Fossil fuels n.e.s.","Heat (Commercial)","2021",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2000",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2001",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2002",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2003",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2004",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2005",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2006",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2007",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2008",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2009",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2010",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2011",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2012",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2013",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2014",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2015",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2016",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2017",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2018",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2019",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2020",0.000
"Poland","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2021",0.000
"Poland","Nuclear","Heat (Commercial)","2000",0.000
"Poland","Nuclear","Heat (Commercial)","2001",0.000
"Poland","Nuclear","Heat (Commercial)","2002",0.000
"Poland","Nuclear","Heat (Commercial)","2003",0.000
"Poland","Nuclear","Heat (Commercial)","2004",0.000
"Poland","Nuclear","Heat (Commercial)","2005",0.000
"Poland","Nuclear","Heat (Commercial)","2006",0.000
"Poland","Nuclear","Heat (Commercial)","2007",0.000
"Poland","Nuclear","Heat (Commercial)","2008",0.000
"Poland","Nuclear","Heat (Commercial)","2009",0.000
"Poland","Nuclear","Heat (Commercial)","2010",0.000
"Poland","Nuclear","Heat (Commercial)","2011",0.000
"Poland","Nuclear","Heat (Commercial)","2012",0.000
"Poland","Nuclear","Heat (Commercial)","2013",0.000
"Poland","Nuclear","Heat (Commercial)","2014",0.000
"Poland","Nuclear","Heat (Commercial)","2015",0.000
"Poland","Nuclear","Heat (Commercial)","2016",0.000
"Poland","Nuclear","Heat (Commercial)","2017",0.000
"Poland","Nuclear","Heat (Commercial)","2018",0.000
"Poland","Nuclear","Heat (Commercial)","2019",0.000
"Poland","Nuclear","Heat (Commercial)","2020",0.000
"Poland","Nuclear","Heat (Commercial)","2021",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2000",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2001",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2002",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2003",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2004",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2005",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2006",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2007",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2008",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2009",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2010",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2011",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2012",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2013",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2014",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2015",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2016",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2017",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2018",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2019",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2020",0.000
"Poland","Nuclear","Combined Heat and Power (CHP)","2021",0.000
"Poland","Other non-renewable energy","Heat (Commercial)","2000",5.000
"Poland","Other non-renewable energy","Heat (Commercial)","2001",6.000
"Poland","Other non-renewable energy","Heat (Commercial)","2002",13.000
"Poland","Other non-renewable energy","Heat (Commercial)","2003",60.000
"Poland","Other non-renewable energy","Heat (Commercial)","2004",40.000
"Poland","Other non-renewable energy","Heat (Commercial)","2005",7.000
"Poland","Other non-renewable energy","Heat (Commercial)","2006",18.000
"Poland","Other non-renewable energy","Heat (Commercial)","2007",14.000
"Poland","Other non-renewable energy","Heat (Commercial)","2008",11.000
"Poland","Other non-renewable energy","Heat (Commercial)","2009",0.000
"Poland","Other non-renewable energy","Heat (Commercial)","2010",65.000
"Poland","Other non-renewable energy","Heat (Commercial)","2011",87.000
"Poland","Other non-renewable energy","Heat (Commercial)","2012",91.000
"Poland","Other non-renewable energy","Heat (Commercial)","2013",68.000
"Poland","Other non-renewable energy","Heat (Commercial)","2014",152.000
"Poland","Other non-renewable energy","Heat (Commercial)","2015",170.000
"Poland","Other non-renewable energy","Heat (Commercial)","2016",290.000
"Poland","Other non-renewable energy","Heat (Commercial)","2017",445.305
"Poland","Other non-renewable energy","Heat (Commercial)","2018",240.122
"Poland","Other non-renewable energy","Heat (Commercial)","2019",304.277
"Poland","Other non-renewable energy","Heat (Commercial)","2020",214.533
"Poland","Other non-renewable energy","Heat (Commercial)","2021",279.794
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2000",220.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2001",376.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2002",149.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2003",85.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2004",935.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2005",1022.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2006",889.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2007",1097.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2008",1084.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2009",679.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2010",982.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2011",1322.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2012",1228.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2013",1346.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2014",1467.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2015",1821.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2016",1681.000
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2017",2642.100
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2018",3162.970
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2019",4176.090
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2020",4781.670
"Poland","Other non-renewable energy","Combined Heat and Power (CHP)","2021",4474.830
"Portugal","Solar thermal energy","Heat (Commercial)","2000",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2001",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2002",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2003",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2004",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2005",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2006",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2007",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2008",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2009",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2010",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2011",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2012",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2013",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2014",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2015",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2016",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2017",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2018",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2019",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2020",0.000
"Portugal","Solar thermal energy","Heat (Commercial)","2021",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2000",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2001",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2002",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2003",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2004",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2005",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2006",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2007",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2008",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2009",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2010",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2011",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2012",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2013",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2014",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2015",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2016",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2017",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2018",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2019",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2020",0.000
"Portugal","Solar thermal energy","Combined Heat and Power (CHP)","2021",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2000",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2001",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2002",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2003",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2004",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2005",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2006",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2007",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2008",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2009",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2010",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2011",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2012",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2013",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2014",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2015",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2016",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2017",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2018",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2019",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2020",0.000
"Portugal","Solid biofuels","Heat (Commercial)","2021",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2000",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2001",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2002",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2003",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2004",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2005",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2006",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2007",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2008",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2009",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2010",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2011",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2012",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2013",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2014",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2015",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2016",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2017",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2018",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2019",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2020",0.000
"Portugal","Solid biofuels","Combined Heat and Power (CHP)","2021",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2000",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2001",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2002",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2003",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2004",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2005",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2006",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2007",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2008",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2009",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2010",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2011",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2012",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2013",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2014",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2015",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2016",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2017",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2018",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2019",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2020",0.000
"Portugal","Renewable municipal waste","Heat (Commercial)","2021",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2000",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2001",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2002",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2003",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2004",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2005",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2006",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2007",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2008",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2009",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2010",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2011",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2012",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2013",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2014",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2015",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2016",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2017",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2018",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2019",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2020",0.000
"Portugal","Renewable municipal waste","Combined Heat and Power (CHP)","2021",0.000
"Portugal","Liquid biofuels","Heat (Commercial)","2000",0.000
