"Heat generation (TJ) by Country/area, Technology, Producer Type and Year"

"Country/area","Technology","Producer Type","Year",Heat generation (TJ)
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2001",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2002",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2003",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2004",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2005",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2006",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2007",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2008",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2009",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2010",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2011",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2012",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2013",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2014",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2015",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2016",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2017",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2018",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2019",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2020",0.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2021",0.000
"Germany","Other renewable energy","Heat (Commercial)","2000",0.000
"Germany","Other renewable energy","Heat (Commercial)","2001",0.000
"Germany","Other renewable energy","Heat (Commercial)","2002",0.000
"Germany","Other renewable energy","Heat (Commercial)","2003",0.000
"Germany","Other renewable energy","Heat (Commercial)","2004",0.000
"Germany","Other renewable energy","Heat (Commercial)","2005",0.000
"Germany","Other renewable energy","Heat (Commercial)","2006",0.000
"Germany","Other renewable energy","Heat (Commercial)","2007",0.000
"Germany","Other renewable energy","Heat (Commercial)","2008",0.000
"Germany","Other renewable energy","Heat (Commercial)","2009",0.000
"Germany","Other renewable energy","Heat (Commercial)","2010",0.000
"Germany","Other renewable energy","Heat (Commercial)","2011",0.000
"Germany","Other renewable energy","Heat (Commercial)","2012",0.000
"Germany","Other renewable energy","Heat (Commercial)","2013",0.000
"Germany","Other renewable energy","Heat (Commercial)","2014",0.000
"Germany","Other renewable energy","Heat (Commercial)","2015",0.000
"Germany","Other renewable energy","Heat (Commercial)","2016",0.000
"Germany","Other renewable energy","Heat (Commercial)","2017",0.000
"Germany","Other renewable energy","Heat (Commercial)","2018",0.000
"Germany","Other renewable energy","Heat (Commercial)","2019",0.000
"Germany","Other renewable energy","Heat (Commercial)","2020",0.000
"Germany","Other renewable energy","Heat (Commercial)","2021",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2000",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2001",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2002",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2003",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2004",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2005",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2006",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2007",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2008",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2009",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2010",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2011",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2012",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2013",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2014",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2015",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2016",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2017",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2018",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2019",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2020",0.000
"Germany","Other renewable energy","Combined Heat and Power (CHP)","2021",0.000
"Germany","Coal and peat","Heat (Commercial)","2000",602.000
"Germany","Coal and peat","Heat (Commercial)","2001",752.000
"Germany","Coal and peat","Heat (Commercial)","2002",777.000
"Germany","Coal and peat","Heat (Commercial)","2003",18521.000
"Germany","Coal and peat","Heat (Commercial)","2004",17913.000
"Germany","Coal and peat","Heat (Commercial)","2005",13450.000
"Germany","Coal and peat","Heat (Commercial)","2006",13679.000
"Germany","Coal and peat","Heat (Commercial)","2007",19355.000
"Germany","Coal and peat","Heat (Commercial)","2008",18041.000
"Germany","Coal and peat","Heat (Commercial)","2009",20551.000
"Germany","Coal and peat","Heat (Commercial)","2010",20133.000
"Germany","Coal and peat","Heat (Commercial)","2011",17393.000
"Germany","Coal and peat","Heat (Commercial)","2012",17777.000
"Germany","Coal and peat","Heat (Commercial)","2013",13361.000
"Germany","Coal and peat","Heat (Commercial)","2014",12764.000
"Germany","Coal and peat","Heat (Commercial)","2015",11896.000
"Germany","Coal and peat","Heat (Commercial)","2016",10471.000
"Germany","Coal and peat","Heat (Commercial)","2017",10704.000
"Germany","Coal and peat","Heat (Commercial)","2018",10103.000
"Germany","Coal and peat","Heat (Commercial)","2019",8558.000
"Germany","Coal and peat","Heat (Commercial)","2020",4816.000
"Germany","Coal and peat","Heat (Commercial)","2021",6220.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2000",165304.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2001",111424.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2002",107561.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2003",163856.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2004",169984.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2005",158111.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2006",150383.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2007",138532.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2008",143416.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2009",139722.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2010",149319.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2011",136071.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2012",141880.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2013",155386.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2014",133357.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2015",139453.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2016",130288.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2017",120756.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2018",124604.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2019",109814.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2020",85315.000
"Germany","Coal and peat","Combined Heat and Power (CHP)","2021",96697.000
"Germany","Oil","Heat (Commercial)","2000",0.000
"Germany","Oil","Heat (Commercial)","2001",0.000
"Germany","Oil","Heat (Commercial)","2002",0.000
"Germany","Oil","Heat (Commercial)","2003",7628.000
"Germany","Oil","Heat (Commercial)","2004",6635.000
"Germany","Oil","Heat (Commercial)","2005",6409.000
"Germany","Oil","Heat (Commercial)","2006",6216.000
"Germany","Oil","Heat (Commercial)","2007",5280.000
"Germany","Oil","Heat (Commercial)","2008",4937.000
"Germany","Oil","Heat (Commercial)","2009",5907.000
"Germany","Oil","Heat (Commercial)","2010",6271.000
"Germany","Oil","Heat (Commercial)","2011",3950.000
"Germany","Oil","Heat (Commercial)","2012",5807.000
"Germany","Oil","Heat (Commercial)","2013",4396.000
"Germany","Oil","Heat (Commercial)","2014",2942.000
"Germany","Oil","Heat (Commercial)","2015",4034.000
"Germany","Oil","Heat (Commercial)","2016",4085.000
"Germany","Oil","Heat (Commercial)","2017",3697.000
"Germany","Oil","Heat (Commercial)","2018",3785.000
"Germany","Oil","Heat (Commercial)","2019",3979.000
"Germany","Oil","Heat (Commercial)","2020",3887.000
"Germany","Oil","Heat (Commercial)","2021",5100.000
"Germany","Oil","Combined Heat and Power (CHP)","2000",20146.000
"Germany","Oil","Combined Heat and Power (CHP)","2001",14203.000
"Germany","Oil","Combined Heat and Power (CHP)","2002",13241.000
"Germany","Oil","Combined Heat and Power (CHP)","2003",4489.000
"Germany","Oil","Combined Heat and Power (CHP)","2004",3590.000
"Germany","Oil","Combined Heat and Power (CHP)","2005",2910.000
"Germany","Oil","Combined Heat and Power (CHP)","2006",2324.000
"Germany","Oil","Combined Heat and Power (CHP)","2007",1299.000
"Germany","Oil","Combined Heat and Power (CHP)","2008",1102.000
"Germany","Oil","Combined Heat and Power (CHP)","2009",1838.000
"Germany","Oil","Combined Heat and Power (CHP)","2010",1869.000
"Germany","Oil","Combined Heat and Power (CHP)","2011",1152.000
"Germany","Oil","Combined Heat and Power (CHP)","2012",1599.000
"Germany","Oil","Combined Heat and Power (CHP)","2013",1220.000
"Germany","Oil","Combined Heat and Power (CHP)","2014",881.000
"Germany","Oil","Combined Heat and Power (CHP)","2015",846.000
"Germany","Oil","Combined Heat and Power (CHP)","2016",1081.000
"Germany","Oil","Combined Heat and Power (CHP)","2017",861.000
"Germany","Oil","Combined Heat and Power (CHP)","2018",751.000
"Germany","Oil","Combined Heat and Power (CHP)","2019",658.000
"Germany","Oil","Combined Heat and Power (CHP)","2020",550.000
"Germany","Oil","Combined Heat and Power (CHP)","2021",1154.000
"Germany","Natural gas","Heat (Commercial)","2000",44000.000
"Germany","Natural gas","Heat (Commercial)","2001",44000.000
"Germany","Natural gas","Heat (Commercial)","2002",44000.000
"Germany","Natural gas","Heat (Commercial)","2003",87595.000
"Germany","Natural gas","Heat (Commercial)","2004",88971.000
"Germany","Natural gas","Heat (Commercial)","2005",93391.000
"Germany","Natural gas","Heat (Commercial)","2006",84891.000
"Germany","Natural gas","Heat (Commercial)","2007",75545.000
"Germany","Natural gas","Heat (Commercial)","2008",79060.000
"Germany","Natural gas","Heat (Commercial)","2009",74972.000
"Germany","Natural gas","Heat (Commercial)","2010",95389.000
"Germany","Natural gas","Heat (Commercial)","2011",76370.000
"Germany","Natural gas","Heat (Commercial)","2012",71345.000
"Germany","Natural gas","Heat (Commercial)","2013",81617.000
"Germany","Natural gas","Heat (Commercial)","2014",69641.000
"Germany","Natural gas","Heat (Commercial)","2015",73052.000
"Germany","Natural gas","Heat (Commercial)","2016",74606.000
"Germany","Natural gas","Heat (Commercial)","2017",74900.000
"Germany","Natural gas","Heat (Commercial)","2018",65843.000
"Germany","Natural gas","Heat (Commercial)","2019",60306.000
"Germany","Natural gas","Heat (Commercial)","2020",58848.000
"Germany","Natural gas","Heat (Commercial)","2021",70319.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2000",66500.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2001",131275.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2002",131275.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2003",148625.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2004",163279.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2005",170938.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2006",180279.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2007",173374.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2008",171774.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2009",157196.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2010",161379.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2011",145447.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2012",146151.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2013",131276.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2014",116670.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2015",117018.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2016",136983.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2017",144550.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2018",138577.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2019",145046.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2020",144797.000
"Germany","Natural gas","Combined Heat and Power (CHP)","2021",161050.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2000",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2001",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2002",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2003",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2004",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2005",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2006",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2007",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2008",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2009",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2010",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2011",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2012",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2013",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2014",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2015",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2016",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2017",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2018",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2019",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2020",0.000
"Germany","Fossil fuels n.e.s.","Heat (Commercial)","2021",0.000
"Germany","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2000",0.000
